,Address,Name Tag,Balance,Txn Count
0,0xb0d20a7c5df0ef59ce24031fa17c2b7c2ee35fd8,Burrito: Marketing,0.43364642 ETH,33
1,0xab864e2ba644b21a8f6fde498304f5e25903abc6,Kawakami: Marketing Fund,0.01685 ETH,591
2,0xd0b84202bd02eb1b9f62b30de1d8985f65d8dfb3,Social Halis: SocialHalis,0.00252537 ETH,19
