,Address,Name Tag,Balance,Txn Count
0,0x345c9ae61ff6e68b319d61082a017ba854892488,InsurAce Protocol: Deployer,0.85151501 ETH,1625
1,0x544c42fbb96b39b21df61cf322b5edc285ee7429,InsurAce Protocol: INSUR Token,0 ETH,26928
