,#,Contract Address,Token Name,Market Cap,Holders,Website,Address
0,1,0x4946Fc...f44AC121,FOAM Token  (FOAM),"$5,450,425.00",3447,https://foam.space/,0x4946fcea7c692606e8908002e55a582af44ac121
1,2,0x01eD06...e1253835,FOAM Treasur...  (FTH),$0.00,-,https://foam.space/,0x01ed068115ba99b94c65c7791d4ac5dee1253835
2,3,0x36f16a...48b099d2,FOAM Signal  (FSX),$0.00,-,https://foam.space/,0x36f16a0d35b866cdd0f3c3fa39e2ba8f48b099d2
