,#,Contract Address,Token Name,Market Cap,Holders,Website
0,1,0x1B4052d98fb1888C2Bf3B8d3b930e0aFf8A910dF,Community Token,"$44,421.00",249,https://communitymetaverse.space/
1,2,0xb45e608DafB6CeD582aa337558B7c82f59A3E2B4,ETHLocal (LOCAL),$0.00,8,https://ethlocal.co/
2,3,0x14cc8dfaf2258e1b8b2869300dba1b734dc0fe43,K-Tune Token (KTT),$0.00,3643,https://www.k-tune.org/
3,4,0x386467f1f3ddbe832448650418311a479eecfc57,Embers (EMB),$0.00,742,https://www.embermine.com
4,5,0x95027dab6be9769c84a67ca3ddc1446fba91f4b8,Phoenix (PXCC),$0.00,1,https://px-coin.com/
5,6,0xE3d208D74e4C167245913C942df8C4Ee03b9abBA,Hydra (HDA),$0.00,2172,https://zolous.com/
6,7,0x57700244B20f84799a31c6C96DadFF373ca9D6c5,TRUST DAO (TRUST),$0.00,217,https://www.trustdao.network/
7,8,0x9FF34c249652FBDD119c1ea167CA4850e632624c,Rozano Network,$0.00,50,https://rozano.network/
8,9,0x36fbc0bdbb8299b89d10c2bc8852c48645a1a7a4,Thermal Death,$0.00,-,https://www.wedontdo.art/
9,10,0x604026696fDB3C6720AE3049C46d59AC604dEA0A,Exciting Japan Coin,$0.00,49,https://xjp.theblog.me/
