,#,Contract Address,Token Name,Market Cap,Holders,Website
0,1,0x12b19d3e2ccc14da04fae33e63652ce469b3f2fd,GRID (GRID),"$1,212,966.00",3330,https://gridplus.io
1,2,0xd49ff13661451313ca1553fd6954bd1d9b6e02b9,ElectrifyAsia,"$251,073.00",127473,https://electrify.asia/
2,3,0x7528e3040376edd5db8263db2f5bd1bed91467fb,Simmitri (SIM),$0.00,12754,http://token.simmitri.com/
