,#,Contract Address,Token Name,Market Cap,Holders,Website
0,1,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,Celsius  (CEL),"$47,902,469.00",30868,https://celsius.network/
1,2,0xf9e293d5d793ddc1ae4f778761e0b3e4aa7cf2dd,CelsiusX Wra...  (cxADA),$0.00,1,https://celsiusx.io/
2,3,0x64875aaa68d1d5521666c67d692ee0b926b08b2f,CelsiusX Wra...  (cxDOGE),$0.00,1,https://celsiusx.io/
