,#,Contract Address,Token Name,Market Cap,Holders,Website,Address
0,1,0xdeFA4e...9CE97202,Kyber Networ...  (KNC),"$151,637,081.00",14220,https://kyber.network,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202
1,2,0x1F573D...79a7FF1C,Bancor  (BNT),"$73,204,976.00",39025,https://bancor.network/,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c
2,3,0x56d811...a788f4b3,bZx Protocol...  (BZRX),"$39,946,434.00",5225,https://bzx.network/,0x56d811088235F11C8920698a204A5010a788f4b3
3,4,0xdd974D...686BD200,KyberNetwork  (KNC),"$23,081,528.00",85364,https://kyber.network,0xdd974d5c2e2928dea5f71b9825b8b646686bd200
4,5,0x0De05F...C288379B,Ooki Token  (OOKI),"$22,019,407.00",2168,https://hello.ooki.com/,0x0de05f6447ab4d22c8827449ee4ba2d5c288379b
5,6,0xF93842...f872e91e,VISOR  (VISR),"$13,638,247.00",5958,https://www.visor.finance/,0xf938424f7210f31df2aee3011291b658f872e91e
6,7,0xEe9801...76777d28,O3 Swap Toke...  (O3),"$2,853,230.00",5723,https://o3swap.com/,0xee9801669c6138e84bd50deb500827b776777d28
7,8,0x69fa0f...3D2Ce71c,XRUNE Token  (XRUNE),"$1,012,756.00",8687,https://www.thorstarter.org/,0x69fa0fee221ad11012bab0fdb45d444d3d2ce71c
8,9,0x84bA4a...d179a169,Method  (MTHD),"$79,270.00",1361,https://www.methodfi.co/,0x84ba4aecfde39d69686a841bab434c32d179a169
9,10,0xaeE433...aA52EF02,PontoonToken  (TOON),"$22,071.00",294,https://pontoon.fi/,0xaee433adebe0fbb88daa47ef0c1a513caa52ef02
10,11,0x1DE5e0...05831057,BonFi  (BNF),"$14,021.00",2125,https://bon.finance/,0x1DE5e000C41C8d35b9f1f4985C23988f05831057
11,12,0xD29F0b...bAc3f8c4,Liquidity.Ne...  (LQD),$0.00,2228,https://liquidity.network/,0xd29f0b5b3f50b07fe9a9511f7d86f4f4bac3f8c4
12,13,0xfCe10C...AEa72506,Kyber Genesi...  (KGT),$0.00,39464,https://kyber.network,0xfce10cbf5171dc12c215bbcca5dd75cbaea72506
13,14,0xb05AF4...77eD2741,Team  (TEAM),$0.00,923,https://team.finance/,0xb05AF453011d7ad68a92b0065FFD9d1277eD2741
14,15,0x1c74cF...c3f2c6B9,bZx Protocol...  (BZRX),$0.00,606,https://bzx.network/,0x1c74cff0376fb4031cd7492cd6db2d66c3f2c6b9
15,16,0x99a3a5...7AC591ee,COSS Exchang...  (CELT),$0.00,97,https://celtdao.com/,0x99a3a5333b4eb80192149f9edd42d1d57ac591ee
16,17,0xeF6e45...32322e2e,ACoconut BTC  (acBTC),$0.00,11,https://acoconut.fi/,0xef6e45af9a422c5469928f927ca04ed332322e2e
17,18,0xd0345D...08998709,Lixir Token  (LIX),$0.00,979,https://lixir.finance/,0xd0345d30fd918d7682398acbcdf139c808998709
18,19,0xB24754...b74361a4,Rialto  (XRL),$0.00,2120,https://www.rialto.ai/,0xb24754be79281553dc1adc160ddf5cd9b74361a4
19,20,0x4fa000...B7Cd4f87,Zenswap Netw...  (ZNT),$0.00,3167,http://www.zenswapnetwork.info/,0x4fa000df40c06fc8c7d9179661535846b7cd4f87
20,21,0x51bb79...6b0c4A72,DSR Coin  (DSR),$0.00,19,https://project.quantaex.com/dsr/,0x51bb7917efcad03ec8b1d37251a06cd56b0c4a72
