,#,Contract Address,Token Name,Market Cap,Holders,Website,Address
0,1,0xae7ab9...12D7fE84,stETH  (stETH),"$8,630,594,053.00",166471,https://stake.lido.fi/,0xae7ab96520de3a18e5e111b5eaab095312d7fe84
1,2,0x853d95...F175b99e,Frax  (FRAX),"$1,041,774,821.00",7555,https://frax.finance,0x853d955acef822db058eb8505911ed77f175b99e
2,3,0xae7873...74Fc6393,Rocket Pool ...  (rETH),"$350,313,193.00",10431,https://www.rocketpool.net/,0xae78736cd615f374d3085123a210448e74fc6393
3,4,0x9D65fF...c7917f54,SSV Token  (SSV),"$288,196,715.00",2335,https://ssv.network/,0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54
4,5,0x177d39...26E5B0af,CoinDash Tok...  (CDT),"$221,137,490.00",13578,http://bloxstaking.com/,0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af
5,6,0x00c83a...0501a7A7,SKALE  (SKL),"$200,643,406.00",23327,https://skale.space/,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7
6,7,0x5E8422...E08CAa1f,Frax Ether  (frxETH),"$164,834,321.00",474,https://app.frax.finance/,0x5e8422345238f34275888049021821e8e08caa1f
7,8,0x8A7aDc...e6eC56A5,Bolide  (BLID),"$135,521,013.00",90,https://bolide.fi/,0x8A7aDc1B690E81c758F1BD0F72DFe27Ae6eC56A5
8,9,0xFe2e63...Ab0A043A,StakeWise St...  (sETH2),"$117,202,051.00",4541,https://stakewise.io/app/pool/,0xFe2e637202056d30016725477c5da089Ab0A043A
9,10,0xa1faa1...13B40975,AlphaToken  (ALPHA),"$101,853,837.00",9439,https://alphaventuredao.io,0xa1faa113cbe53436df28ff0aee54275c13b40975
10,11,0xE95A20...78c2c3cb,Ankr Staked ...  (ankrET...),"$94,546,688.00",2184,https://www.ankr.com/about-staking/,0xE95A203B1a91a908F9B9CE46459d101078c2c3cb
11,12,0xac3E01...6Abbe38F,Staked Frax ...  (sfrxET...),"$86,869,947.00",1193,https://app.frax.finance/,0xac3e018457b222d93114458476f3e3416abbe38f
12,13,0xB113c6...17275277,BitMEX Token  (BMEX),"$62,479,306.00",142,https://www.bitmex.com/,0xB113c6CF239F60D380359b762E95C13817275277
13,14,0xf03A7E...f6B6B645,Liquid Staki...  (MaticX),"$57,847,908.00",143,https://staderlabs.com/,0xf03A7Eb46d01d9EcAA104558C732Cf82f6B6B645
14,15,0x71F85B...5eb0D127,Axion  (AXN),"$43,431,003.00",12648,https://axion.network/,0x71f85b2e46976bd21302b64329868fd15eb0d127
15,16,0x441761...7EE822c2,UNFI  (UNFI),"$38,737,674.00",2462,https://unifiprotocol.com/,0x441761326490cACF7aF299725B6292597EE822c2
16,17,0x48C339...C3f52FA2,StakeWise  (SWISE),"$35,478,609.00",2838,https://stakewise.io/,0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2
17,18,0xfB5c68...8bF77006,pSTAKE Finan...  (PSTAKE),"$33,432,356.00",15957,https://pstake.finance/,0xfb5c6815ca3ac72ce9f5006869ae67f18bf77006
18,19,0x16ECCf...Ae753dB4,Route  (ROUTE),"$26,412,546.00",3476,https://www.routerprotocol.com/,0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4
19,20,0x4c1124...c328c1b5,Oraichain To...  (ORAI),"$25,370,558.00",9095,https://orai.io/,0x4c11249814f11b9346808179cf06e71ac328c1b5
20,21,0x0De05F...C288379B,Ooki Token  (OOKI),"$22,003,947.00",2169,https://hello.ooki.com/,0x0de05f6447ab4d22c8827449ee4ba2d5c288379b
21,22,0x73968b...7d6CDB2F,Stake DAO To...  (SDT),"$18,014,862.00",4029,https://stakedao.org/,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f
22,23,0x35e78b...6cDBe232,SideShift To...  (XAI),"$16,816,219.00",256,https://sideshift.ai/,0x35e78b3982E87ecfD5b3f3265B601c046cDBe232
23,24,0x66a0f6...8BfF5bd6,Wise Token  (WISE),"$14,001,550.00",7139,https://wisetoken.net/,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6
24,25,0xC17c30...80810cA3,EverRise  (RISE),"$12,743,829.00",1995,http://www.everrise.com/,0xC17c30e98541188614dF99239cABD40280810cA3
25,26,0x3Da932...02Bf89c8,dego.finance  (DEGOV2),"$12,588,986.00",240,https://dego.finance/,0x3da932456d082cba208feb0b096d49b202bf89c8
26,27,0xDE5ed7...65109E44,DEUS  (DEUS),"$12,199,298.00",744,https://deus.finance/home/,0xde5ed76e7c05ec5e4572cfc88d1acea165109e44
27,28,0x30D202...C404D10f,Stader  (SD),"$11,180,773.00",14895,https://staderlabs.com/,0x30d20208d987713f46dfd34ef128bb16c404d10f
28,29,0x30dcBa...8Af9E66a,Yieldificati...  (YDF),"$8,849,008.00",2134,https://yieldification.com/,0x30dcba0405004cf124045793e1933c798af9e66a
29,30,0x20BC83...e92486c5,StakeWise Re...  (rETH2),"$7,832,382.00",460,https://stakewise.io/app/pool/,0x20bc832ca081b91433ff6c17f85701b6e92486c5
30,31,0x038a68...d41BD564,Glitch  (GLCH),"$5,243,417.00",5661,https://glitch.finance/,0x038a68ff68c393373ec894015816e33ad41bd564
31,32,0xE2dc07...6a1ec845,Nash Exchang...  (NEX),"$5,186,013.00",1017,https://nash.io/,0xe2dc070524a6e305ddb64d8513dc444b6a1ec845
32,33,0x961C8c...91BCef17,DeFiYieldPro...  (DYP),"$4,883,923.00",4625,https://dypius.com/,0x961C8c0B1aaD0c0b10a51FeF6a867E3091BCef17
33,34,0xA487bF...6965d3b9,Deri  (DERI),"$4,333,530.00",969,https://deri.io/,0xa487bf43cf3b10dffc97a9a744cbb7036965d3b9
34,35,0x3c9d6c...051fc1A9,BoringDAO  (BOR),"$3,461,085.00",3004,https://boringdao.com/,0x3c9d6c1C73b31c837832c72E04D3152f051fc1A9
35,36,0xaE697F...12f98A0d,LGCY Network  (LGCY),"$3,255,287.00",5189,https://lgcy.network/,0xaE697F994Fc5eBC000F8e22EbFfeE04612f98A0d
36,37,0x5218E4...C9EfD3A6,UnFederalRes...  (eRSDL),"$3,175,814.00",12250,https://www.unfederalreserve.com/,0x5218E472cFCFE0b64A064F055B43b4cdC9EfD3A6
37,38,0xB1f1F4...bD58F2F8,Flashstake  (FLASH),"$2,868,280.00",996,https://flashstake.io/,0xb1f1f47061a7be15c69f378cb3f69423bd58f2f8
