,#,Contract Address,Token Name,Market Cap,Holders,Website,Address
0,1,0x5e040a...Cae0e965,Folgory Coin  (FLG),"$2,007,426.00",6776,https://folgory.com/,0x5e040aC72140F0617bC24aB7134c0C6eCae0e965
1,2,0x5adc96...7d44b190,Dether  (DTH),"$183,831.00",4322,https://dether.io/,0x5adc961d6ac3f7062d2ea45fefb8d8167d44b190
2,3,0x8B4519...aEA211c9,CryptoCasher  (CRR),$0.00,20,https://cryptocasher.io/,0x8b4519ed0d21c10f89dad11ba2ce0641aea211c9
3,4,0x1B0733...eFa1Ec6F,Bitpanda Eco...  (BEST),$0.00,730,https://www.bitpanda.com/en/best,0x1b073382e63411e3bcffe90ac1b9a43fefa1ec6f
4,5,0x92A5B0...996f4E13,Eristica TOK...  (ERT),$0.00,6097,https://eristica.com/,0x92A5B04D0ED5D94D7a193d1d334D3D16996f4E13
5,6,0x691c25...7bca1C6F,iBBT Utility...  (iBBT),$0.00,5771,https://ibbt.io/,0x691c25C461DaFC47792b6E4d674FBB637bca1C6F
