,#,Contract Address,Token Name,Market Cap,Holders,Website,Address
0,1,0x91Af0f...397FD4E6,Aergo  (AERGO),"$60,634,560.00",5350,https://www.aergo.io/,0x91Af0fBB28ABA7E31403Cb457106Ce79397FD4E6
1,2,0xa2791B...68275047,Nuls  (NULS),"$28,420,812.00",73,https://www.nuls.io/,0xa2791bdf2d5055cda4d46ec17f9f429568275047
2,3,0x410e73...E33FDBf0,Onbuff Token  (ONIT),"$28,319,688.00",610,http://onbuff.com/,0x410e731c2970Dce3AdD351064AcF5cE9E33FDBf0
3,4,0x26c8AF...6Bffe099,Cellframe To...  (CELL),"$9,052,013.00",9357,https://cellframe.net/,0x26c8afbbfe1ebaca03c2bb082e69d0476bffe099
4,5,0x4a527d...658D1Db6,Morpheus Inf...  (MITx),"$8,482,631.00",112171,https://token.morpheuslabs.io/,0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6
5,6,0x396eC4...75003ed8,Wrapped BUY ...  (WBUY),"$7,683,953.00",1395,https://buying.com/,0x396ec402b42066864c406d1ac3bc86b575003ed8
6,7,0xa6422E...56fd50eD,Stobox Token...  (STBU),"$2,270,121.00",298,http://www.stobox.io/,0xa6422e3e219ee6d4c1b18895275fe43556fd50ed
7,8,0xC45Dbd...08d6cCd0,BitNautic To...  (BTNT),"$1,991,573.00",1605,https://bitnautic.com/,0xc45dbdf28844fdb1482c502897d433ac08d6ccd0
8,9,0xCdB37A...533e85Cc,CheckDot  (CDT),"$1,745,865.00",155,https://checkdot.io,0xcdb37a4fbc2da5b78aa4e41a432792f9533e85cc
9,10,0x6c936D...99918EE6,Life Crypto  (LIFE),"$1,727,999.00",3522,https://www.lifecrypto.life/,0x6c936d4ae98e6d2172db18c16c4b601c99918ee6
10,11,0x722F2f...Fbfc3308,CoinUs  (CNUS),"$1,217,180.00",4368,https://coinus.io/,0x722f2f3eac7e9597c73a593f7cf3de33fbfc3308
11,12,0xFF603F...C8b02386,OneRoot Netw...  (RNT),"$547,721.00",55074,https://www.oneroot.io/,0xff603f43946a3a28df5e6a73172555d8c8b02386
12,13,0xAF6915...24e882D2,Pinknode Tok...  (PNODE),"$394,977.00",2134,https://pinknode.io/,0xaf691508ba57d416f895e32a1616da1024e882d2
13,14,0xD8Bd39...48101C6A,GBT  (GBT),"$346,362.00",8317,https://globatalent.com/,0xd8bd3958725f216eb236e9dc65b169de48101c6a
14,15,0xe1A4c5...3a1ed842,Polkadomain ...  (NAME),"$125,294.00",1648,https://polkadomain.org/,0xe1a4c5bbb704a92599fedb191f451e0d3a1ed842
15,16,0x6d46C5...dF9F92e0,HedgePay  (HPAY),"$92,641.00",2,https://hedgepay.org/,0x6d46c52805a4f94ef31082634ba75118df9f92e0
16,17,0x47bc01...c93a8cFb,Crowd Machin...  (CMCT),"$50,822.00",3788,https://www.crowdmachine.com/,0x47bc01597798dcd7506dcca36ac4302fc93a8cfb
17,18,0xE1Aee9...716beE62,BezantToken  (BZNT),"$7,009.00",3296,https://bezant.io,0xe1aee98495365fc179699c1bb3e761fa716bee62
18,19,0x87B87A...Ac8eE174,Digiwill  (DGW),$0.00,1757,https://digiwills.io/,0x87b87a7583d8d8f15b58bdd290318386ac8ee174
19,20,0xc6E257...3b944137,Spook  (SKPL),$0.00,621,https://spooktechnologies.com/,0xc6E2573029e91Ea391Dee58B2cD348133b944137
