,#,Contract Address,Token Name,Market Cap,Holders,Website,Address
0,1,0xB70526...5CbDcfAE,IDEX Token  (IDEX),"$44,354,088.00",14745,https://idex.market/,0xb705268213d593b8fd88d3fdeff93aff5cbdcfae
1,2,0xCdCFc0...9F9e8814,Aurora DAO  (AURA),"$44,354,088.00",41970,https://auroradao.com/,0xcdcfc0f66c522fd086a1b725ea3c0eeb9f9e8814
2,3,0xCc13Fc...96c610ea,IDEX Members...  (IDXM),$0.00,1588,https://auroradao.com/,0xcc13fc627effd6e35d2d2706ea3c4d7396c610ea
