,#,Contract Address,Token Name,Market Cap,Holders,Website,Address
0,1,0x1776e1...3Cb46671,Numeraire  (NMR),"$118,945,480.00",35147,https://erasure.world/,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671
1,2,0x04B5E1...eee7b0f0,UNIFUND  (iFUND),"$90,851.00",949,https://unifund.global/#/landing,0x04B5E13000C6e9A3255Dc057091F3e3Eeee7b0f0
2,3,0xcC4eF9...E090ed38,Digital Deve...  (DDF),"$69,737.00",564,https://www.digitaldevelopersfund.com/,0xcc4ef9eeaf656ac1a2ab886743e98e97e090ed38
3,4,0x3A92bD...23B11C6b,Tokenbox  (TBX),"$24,921.00",1844,https://tokenbox.io/,0x3a92bd396aef82af98ebc0aa9030d25a23b11c6b
4,5,0x1a4f5E...512FF6aA,Bitdollar  (BTD),$0.00,1,http://bitdollarfund.com/,0x1a4f5E02a128C729829951Ac917C5361512FF6aA
5,6,0x05D48A...193aeECf,EasyCrypto 1...  (EC10),$0.00,1,https://easycrypto.co.za/,0x05D48A612Ca736b51521e3eD9353d4DC193aeECf
6,7,0xE7775A...9360e08C,TAAS  (TAAS),$0.00,3894,https://taas.fund,0xe7775a6e9bcf904eb39da2b68c5efb4f9360e08c
7,8,0x462Eda...603DF5f2,NTerprise  (NTER),$0.00,20,https://nterprise.britishcapital.org/,0x462edaa6c1339f98bcb59582af782326603df5f2
8,9,0x0a51Ec...53D2d7C8,Phoenix Fund  (PHX),$0.00,751,https://phoenixcrypto.fund/,0x0a51EcF7362Ce03F75a20cad7671741953D2d7C8
9,10,0xf5B815...5e6761Ca,Pecunio  (PCO),$0.00,973,https://pecun.io/,0xf5b815344641412401d8e868790dbd125e6761ca
10,11,0x1F9F9b...8E6277aB,CryptoNote I...  (CNIF),$0.00,15,https://cryptonote.fund/,0x1F9F9bC358dDC30763e81A0081B86A638E6277aB
11,12,0xf58325...5c03BA1F,Zugacoin  (SZC),$0.00,6726,https://zugacoin.io/,0xf5832512CFDa8083E5b2dd0aA7C1B9265c03BA1F
12,13,0x2F9b67...4763fBE2,CrowdWizToke...  (WIZ),$0.00,1912,https://crowdwiz.io/,0x2f9b6779c37df5707249eeb3734bbfc94763fbe2
13,14,0x7B2293...E3d65E88,AstroTokens  (ASTRO),$0.00,2179,https://astronaut.capital/,0x7b22938ca841aa392c93dbb7f4c42178e3d65e88
14,15,0xDc6276...91aE0Ec3,Sonata Capit...  (SONATA),$0.00,5,https://www.sonata.capital/,0xDc6276D9E354f0024Bc3b39E9790695e91aE0Ec3
15,16,0xD2B93f...68B38113,Catnip  (NIP),$0.00,538,https://www.nyan.finance/,0xD2B93f66FD68c5572BFB8EBf45E2Bd7968B38113
16,17,0x621d78...9F59B3Ed,DCORP  (DRP),$0.00,2955,https://www.dcorp.it/,0x621d78f2ef2fd937bfca696cabaf9a779f59b3ed
17,18,0x99963E...E8A50985,INVIZION  (NVZN),$0.00,909,https://nvzntoken.com/,0x99963EE76C886fc43D5063428fF8F926E8A50985
18,19,0x036407...06E5F09F,Alphabit  (ABC),$0.00,40,,0x036407F23D5E1C1486F7488332CF54bf06E5F09F
19,20,0x6130ff...2be3Dd38,IOB Token  (IOB),$0.00,1139,https://iob.fi/,0x6130ff302f24267380753e52ece48b852be3dd38
20,21,0xC61279...58e340Ad,BYTNODE  (BYTE),$0.00,14,https://bytnode.com/,0xc612796023a967d6a6f2203c4bb71e9e58e340ad
21,22,0xB2E260...4Cd6aFcd,BitUP Token  (BUT),$0.00,72400,https://bitup.com/,0xb2e260f12406c401874ecc960893c0f74cd6afcd
22,23,0x1f41E4...B43200A9,BCAP  (BCAP),$0.00,539,http://blockchain.capital/,0x1f41e42d0a9e3c0dd3ba15b527342783b43200a9
23,24,0x7a3d3c...9b757a32,ASGARD  (ASG),$0.00,665,https://asgardecofund.io/,0x7a3d3c4f30c46f51b814bee23d970a7c9b757a32
24,25,0xe08684...fD6131aC,Golden Roads...  (GRC),$0.00,2,https://goldenroadscapital.com/,0xe0868419d2B05F3eC7C521949458c07EfD6131aC
25,26,0x810830...41f31853,Sonata Asia ...  (SAGF),$0.00,5,https://www.sonata.capital/,0x81083074be2a2002ba596280f21ce08c41f31853
26,27,0xeDc2f2...71A4d298,VACUUM (f) S...  (VfSE),$0.00,22,https://vacuum.foundation/,0xeDc2f2077252c2E9B5CB5b5713CC74A071A4d298
27,28,0xde865E...9E41B6Ae,Revolt Token  (RVLT),$0.00,167,http://www.revolttoken.com/,0xde865ed1c50e753d248a0f2c9c5ae02b9e41b6ae
28,29,0x8a187D...a0d8e000,Smart Invest...  (SIFT),$0.00,609,https://smartift.com/,0x8a187d5285d316bcbc9adafc08b51d70a0d8e000
29,30,0x26E753...F112f317,Crypto20  (C20),$0.00,14366,https://crypto20.com/,0x26e75307fc0c021472feb8f727839531f112f317
30,31,0xF03d05...591968F2,iob.fi DAO  (FI),$0.00,4,https://iob.fi/,0xf03d05ed4cf4e723c04500ab64281bfa591968f2
31,32,0xe831F9...74CaA9d5,Nexum Coin  (NEXM),$0.00,1697,https://nexum.ai/,0xe831f96a7a1dce1aa2eb760b1e296c6a74caa9d5
32,33,0x2d4de3...78b7415b,Boldman  (BOLD),$0.00,17426,https://boldman.capital/,0x2d4de3C744D43CF77CB12399921FAF0D78b7415b
33,34,0x799d21...288ba931,Countinghous...  (CHT),$0.00,692,https://www.countinghousefund.com/,0x799d214d7143b766cdd4979cd0280939288ba931
34,35,0xed314B...1CC8c72e,SmartFund  (SF),$0.00,58069,https://1smart.fund/,0xed314bf44013612e8c00abd3cb6eade61cc8c72e
