,#,Contract Address,Token Name,Market Cap,Holders,Website,Address
0,1,0xA0b73E...4C34450b,Cronos Coin  (CRO),"$2,000,545,873.00",293114,https://chain.crypto.com/,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b
1,2,0xB63B60...D8d1d83d,MCO  (MCO),"$251,866,368.00",26497,https://crypto.com,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d
2,3,0x767bE4...845a11fF,Crypto.com N...  (CDCNFT),$0.00,-,https://crypto.com/nft,0x767be428d8bf8fa99bc0b84d96d6f135845a11ff
3,4,0x013fF6...aa955d6A,Crypto.com N...  (CDCNFT),$0.00,-,https://crypto.com/,0x013ff63e21e8556c1a04aff005ec0912aa955d6a
