,#,Contract Address,Token Name,Market Cap,Holders,Website,Address
0,1,0xE0B792...645F0E2A,DGD  (DGD),$0.00,8117,https://digix.global/,0xe0b7927c4af23765cb51314a0e0521a9645f0e2a
1,2,0xD95e7F...17994FC7,Synth iMKR  (iMKR),$0.00,-,,0xd95e7f80766580634b2e0e49d9f66af317994fc7
2,3,0x54A032...66d21f07,Synth sMKR  (sMKR),$0.00,-,,0x54a0326fb698c2cfaca5327550a897fa66d21f07
3,4,0x5D609C...02A0fcE8,Synth sBRL  (sBRL),$0.00,-,,0x5D609C25adAafd856021F92296C66dB602A0fcE8
4,5,0x74C80b...6920063f,Synth sINR  (sINR),$0.00,-,,0x74C80bB51Da1EAc2d40074c647CbD0ab6920063f
5,6,0xD9553f...68fF7FE8,Synth sPLN  (sPLN),$0.00,-,,0xd9553f0fda012224141aecc1eca0e29868ff7fe8
6,7,0x62492F...5c29af88,Synth XDR  (XDR),$0.00,1,,0x62492f15cf60c5847d3053e482cade8c5c29af88
7,8,0x10A053...EA464390,Synth iMKR  (iMKR),$0.00,-,,0x10a0532de3c86d9ce810f004fabcf5a1ea464390
8,9,0xCF401f...45cd0Bde,Synth sNZD  (sNZD),$0.00,-,,0xcf401f31c63f58debfc76f441731dfa945cd0bde
9,10,0x60C34e...C68A8A70,Synth sCNY  (sCNY),$0.00,-,,0x60c34eb93afcd1b701ff8c036b128441c68a8a70
10,11,0x901349...39eb463F,Chainlife  (CHNLF),$0.00,-,,0x9013498ba5b04dc4d888955784eb06c539eb463f
11,12,0x2aE393...973bC981,Synth sSGD  (sSGD),$0.00,-,,0x2ae393c18b6aa62d6a2250af7b803fa6973bc981
12,13,0x135861...AFe202b0,Synth sMKR  (sMKR),$0.00,-,,0x13586160e4f890d0631c3c08d989f5b7afe202b0
13,14,0xb3f67d...637D8429,Synth XDR  (XDR),$0.00,-,https://www.synthetix.io/,0xb3f67de9a919476a4c0fe821d67bf5c4637d8429
14,15,0x414091...7f810De1,Synth sMKR  (sMKR),$0.00,-,,0x4140919de11fce58e654cc6038017af97f810de1
15,16,0x84965D...2BE1c819,Synth sMKR  (sMKR),$0.00,-,,0x84965DCa28c4Eb9dE61d80f80e811eA12BE1c819
16,17,0x0794D0...77148b29,Synth iMKR  (iMKR),$0.00,51,https://www.synthetix.io/,0x0794d09be5395f69534ff8151d72613077148b29
17,18,0x0Bc209...56864B31,Synth sCAD  (sCAD),$0.00,-,,0x0Bc209fB72390AF12bD6Fd775355ea0856864B31
18,19,0xdCE506...Bc368A33,Synth sKRW  (sKRW),$0.00,6,,0xdce506b196b0df677d07e718f872cac9bc368a33
19,20,0xDcB582...aA3C4be3,Synth sRUB  (sRUB),$0.00,-,,0xdcb5821fcfdab5553307b8f99591fc9daa3c4be3
20,21,0xa5A4cc...4D66c63F,Synth sBRL  (sBRL),$0.00,-,,0xa5a4cccccaa26cea096f6e493839423f4d66c63f
21,22,0x1228c7...aa83bF8A,Synth iMKR  (iMKR),$0.00,-,,0x1228c7d8bbc5bc53db181bd7b1fce765aa83bf8a
