,#,Contract Address,Token Name,Market Cap,Holders,Website
0,1,0x85dec8c4b2680793661bca91a8f129607571863d,PaintSwap Token (BRUSH),"$4,707,074",11407,
1,2,0xd3c325848d7c6e29b574cb0789998b2ff901f17e,ArtWallet (1ART),"$3,341,173",990,
2,3,0xbbc4a8d076f4b1888fec42581b6fc58d242cf2d5,Font (FONT),"$78,503",600,
3,4,0x728d2765716820f0F101a390ca124914635ffD0b,SNFT (S),$0,1,
4,5,0x622265eab66a45fa05bac9b8d2262aa548fa449e,Electron Token (ELCT),$0,2278,
5,6,0x124b06c5ce47de7a6e9efda71a946717130079e6,SeanceCircle (SEANCE),$0,1002,
