,#,Contract Address,Token Name,Market Cap,Holders,Website
0,1,0x685a211c9d96d0c8c9d22b7ae309538d4c69c15c,WolfSafePoorPeople (WSPP),"$18,638",1208,
1,2,0x42614e5acf9c084a8afdff402ecd89d19f675c00,Orbital Station Excelsior (OSEX),$0,4,
2,3,0xf929d3b39ae946b3c52ec247926adff101d3464e,Foreigners United (forU),$0,3,
3,4,0x9ba3e4f84a34df4e08c112e1a0ff148b81655615,Shiba (Shiba),$0,9402,
