,Address,Name Tag,Balance,Txn Count
0,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x: Exchange Proxy,0.003 ETH,289992
1,0xdb6f1920a889355780af7570773609bd8cb1f498,0x: Exchange Proxy Flash Wallet,0 ETH,2
2,0x1fe80d5ad9464dba2d60b88e449305f184823f8a,0x: Exchange Proxy Governor,0 ETH,18
3,0x29f80c1f685e19ae1807063eda432f431ac623d0,0x: Exchange Proxy Transformer Deployer,0 ETH,22
4,,Sum of 4 Accounts,0.003 ETH,290034
