,#,Contract Address,Token Name,Market Cap,Holders,Website
0,1,0xa0b9bb05da11e3b19ffd64554400f59d4a378515,Hashtagger.com (MOOO),"$90,420.00",1930,
1,2,0x1473b44458ca1d325c1b63aa1679ee5c637887ac,Northern Fox Coin (NORF),$0.00,362,
