,#,Contract Address,Token Name,Market Cap,Holders,Website
0,1,0x80ef6c9c91c8f150098c5b0763d0a40d46fb3b3e,Aidbit Tokens (AIDTOKEN),$0.00,5124,
1,2,0x1a6be93a76f8f1bc007fef945f63aa7aacd473a9,WildElePhant (WEP),$0.00,214,
